#Transcript position	Transcript coverage profile
0.0	653.7447114411539
1.0	734.1404476080016
2.0	706.3180381093807
3.0	699.1057437631395
4.0	727.8080970970575
5.0	775.1123217124774
6.0	810.2881083909273
7.0	774.7341680571782
8.0	732.3883726043306
9.0	728.6237947271819
10.0	740.1895057469887
11.0	870.5379469275921
12.0	1049.6929579173102
13.0	1086.502221235208
14.0	960.4436085223889
15.0	774.5815678726324
16.0	882.6483548817587
17.0	955.0475631644474
18.0	757.4611071109061
19.0	780.3494069071712
20.0	806.1165267565577
21.0	918.3740113472209
22.0	881.7462990023023
23.0	904.9899102618318
24.0	939.4277850009962
25.0	943.834165508983
26.0	1160.853100190496
27.0	1391.7576860345337
28.0	1447.1654511055149
29.0	1545.8775278778487
30.0	1635.6108866248114
31.0	1600.0878102893587
32.0	1779.3847894796386
33.0	1926.2741191873242
34.0	1987.6450242230958
35.0	1973.9227843751898
36.0	2089.7076197105207
37.0	2140.377525795658
38.0	2301.4919088377246
39.0	2470.7158781548083
40.0	2519.043472569963
41.0	2374.691836142685
42.0	2126.405523435515
43.0	2210.320284648249
44.0	2318.830752944244
45.0	2473.958631676007
46.0	2649.4988638233995
47.0	2674.406134177274
48.0	2575.715457946122
49.0	2627.7772913604863
50.0	2643.9883178873124
51.0	2882.5391171009906
52.0	3036.8724823539656
53.0	3047.6485816283453
54.0	3000.1252064758423
55.0	3038.143037278293
56.0	3042.8878827800127
57.0	2946.544571471443
58.0	2997.9037876582474
59.0	2997.4149516512593
60.0	3218.1444972729746
61.0	3537.123222402211
62.0	3804.0693065494083
63.0	3741.8896060517955
64.0	3853.8097962162506
65.0	4208.231335445989
66.0	4751.249453876489
67.0	5313.688037920788
68.0	5599.864236541369
69.0	5768.762769098594
70.0	5621.97853733472
71.0	5535.302016147486
72.0	5822.722337131226
73.0	5833.854194176197
74.0	5724.451704350454
75.0	6185.93789717847
76.0	6519.786688747969
77.0	6633.286543625812
78.0	6806.499492680179
79.0	7087.863697050071
80.0	7250.980141025103
81.0	7396.294086236114
82.0	7935.42754510377
83.0	8107.0061967876645
84.0	7950.848160599717
85.0	7633.409333930354
86.0	7262.261841729055
87.0	7371.99632823358
88.0	7116.414562323401
89.0	6412.005415208088
90.0	6087.069421588564
91.0	5724.375915000916
92.0	4871.6758426521255
93.0	4000.2070602955973
94.0	3377.5600052347986
95.0	2790.596339797818
96.0	2325.107028478489
97.0	1516.4853070827426
98.0	745.4965066357244
99.0	147.61976422141493
