#Transcript position	Transcript coverage profile
0.0	718.0875260715798
1.0	974.1129733232211
2.0	1056.0197911808884
3.0	1071.8072409820415
4.0	1105.889584999779
5.0	1087.6985017334473
6.0	987.0155569412943
7.0	940.0375943973902
8.0	862.9452300298523
9.0	732.045453377124
10.0	688.3150548939614
11.0	750.3881616531642
12.0	1182.991024604169
13.0	1370.503610577107
14.0	788.8774266505046
15.0	562.8263284561768
16.0	1395.6043503132007
17.0	1819.2126185875359
18.0	551.9744833940944
19.0	691.0892721347507
20.0	908.3132827093751
21.0	1454.6720876312982
22.0	1132.51991580884
23.0	1161.8551728640616
24.0	1223.4291603585084
25.0	1106.4914643056613
26.0	1258.9810494822427
27.0	1469.5964838078128
28.0	1537.3471686946784
29.0	1668.2100572036672
30.0	1878.875975781442
31.0	1808.4620375674149
32.0	1879.508052810199
33.0	1939.9595141640712
34.0	1890.6667604717875
35.0	1780.2490786785402
36.0	1840.9944439887504
37.0	1818.1502715920528
38.0	2350.808533754299
39.0	2966.523501018596
40.0	3080.3785164567175
41.0	2734.7324068020935
42.0	2264.48789679114
43.0	2405.7317463038453
44.0	2587.521108996193
45.0	2828.0092874772226
46.0	3167.364319400258
47.0	3241.5871862516497
48.0	3041.8797659331453
49.0	2823.0697338830837
50.0	2650.807304293125
51.0	3111.65207275873
52.0	3522.400194270754
53.0	3431.0202980653658
54.0	3150.9852656510766
55.0	2817.746617977164
56.0	2641.3037009726604
57.0	2501.0862251671283
58.0	2591.634231567071
59.0	2786.0555033279816
60.0	3114.108262935161
61.0	3522.5054671302864
62.0	4070.936449523957
63.0	4549.574883738693
64.0	5924.775120743684
65.0	7370.815748459132
66.0	9051.682913076636
67.0	10760.950670010296
68.0	11422.76076221037
69.0	11588.595931093249
70.0	11023.045650489124
71.0	10578.160370067619
72.0	11414.143303630779
73.0	11883.338687583133
74.0	12425.039427894433
75.0	14557.567461099408
76.0	16206.231444258234
77.0	17399.8120674417
78.0	18422.67010194606
79.0	19387.520330982537
80.0	19839.64932379589
81.0	20619.71990954915
82.0	23585.84793417251
83.0	24684.133142411614
84.0	25190.133988711503
85.0	25112.197929783393
86.0	23933.712230865134
87.0	24494.458545403457
88.0	24099.932356240177
89.0	21881.784555075006
90.0	23982.152527064212
91.0	21264.340760773364
92.0	18776.08911436271
93.0	14892.635750177811
94.0	12985.674700948699
95.0	12023.250137098225
96.0	10167.426166006715
97.0	6540.351656525822
98.0	3216.7023088284172
99.0	529.9433396476643
