#Transcript position	Transcript coverage profile
0.0	2022.5141954396202
1.0	2722.867345802462
2.0	2921.776993241019
3.0	2836.312500150769
4.0	2848.728074719578
5.0	2839.597874242646
6.0	2804.7298434644667
7.0	2735.463548748252
8.0	2541.5252633012933
9.0	2352.7846723712764
10.0	2308.283133783935
11.0	2353.637643570547
12.0	2833.692298633055
13.0	2997.2660412716828
14.0	2428.3700080266026
15.0	2307.3104186598666
16.0	3191.900660544603
17.0	3657.5556576004165
18.0	2349.307158273266
19.0	2448.301858142479
20.0	2890.967508529575
21.0	3592.561166300959
22.0	3374.5377599713634
23.0	3389.781793710715
24.0	3447.881421708004
25.0	3262.7663744938063
26.0	3541.730016472157
27.0	3790.7792316641203
28.0	3997.7125904523914
29.0	4337.543531305205
30.0	4782.577434979151
31.0	4751.028814931093
32.0	4737.775478703847
33.0	4773.46320101239
34.0	4669.6409441495225
35.0	4643.368106908697
36.0	4902.949661138371
37.0	5035.799859561124
38.0	5654.348206910434
39.0	6305.961565680272
40.0	6474.612487930224
41.0	6253.402076996832
42.0	5942.846989579222
43.0	6032.134309262848
44.0	6453.253410419089
45.0	7179.137612238067
46.0	7836.840286059269
47.0	7904.601663151482
48.0	7685.253814330224
49.0	7479.952950908842
50.0	7477.178361748967
51.0	8065.005683820161
52.0	8581.667239278175
53.0	8489.552690422117
54.0	8284.241103435874
55.0	7982.086874444389
56.0	8045.107186920471
57.0	8097.305236391531
58.0	8462.940499888688
59.0	8905.419993352445
60.0	9315.788127237034
61.0	9561.649326226958
62.0	10250.086443037633
63.0	10785.674704032874
64.0	12486.634154643469
65.0	14401.221063697134
66.0	16426.93322700854
67.0	18388.724817159396
68.0	19278.462508546043
69.0	19901.522558560402
70.0	19545.540997732325
71.0	19222.800147960643
72.0	20131.397982238723
73.0	20828.1956198228
74.0	21691.454909829838
75.0	23983.468537540743
76.0	26069.990940887692
77.0	27613.787670245805
78.0	28984.04289662871
79.0	30268.21202426555
80.0	31089.598715200245
81.0	32231.95833521556
82.0	35726.738968550664
83.0	37104.35117875715
84.0	37467.208922715836
85.0	37408.28555987647
86.0	36571.981417651274
87.0	37235.57822173305
88.0	37210.46224855799
89.0	35744.53485615565
90.0	39401.272084731965
91.0	36790.19824042986
92.0	34119.360279604254
93.0	30545.780471082442
94.0	29373.44187487014
95.0	28624.87414219206
96.0	26238.353725862078
97.0	20150.499468499234
98.0	11855.965678249071
99.0	3125.8793922624272
