#Transcript position	Transcript coverage profile
0.0	392.09567178268867
1.0	563.6742626515143
2.0	631.8926703140057
3.0	660.2398310178252
4.0	691.9357998156468
5.0	688.9801081593774
6.0	638.3623237913179
7.0	597.2854843217739
8.0	553.839088325916
9.0	489.0701350815919
10.0	452.9717447326381
11.0	494.5612186877834
12.0	930.9542070883375
13.0	1171.560863102508
14.0	605.7539073414182
15.0	404.86149837096286
16.0	795.3232278608623
17.0	1002.894304723997
18.0	393.4581896430879
19.0	436.83391565381413
20.0	544.3581743552337
21.0	1127.9858382184248
22.0	723.1520284208689
23.0	777.9669506655326
24.0	833.509937565143
25.0	747.9336046083073
26.0	826.0657575305468
27.0	953.4422641251781
28.0	992.7365061599453
29.0	1090.1302418627797
30.0	1236.2356143991844
31.0	1209.7717808650643
32.0	1283.9389608250224
33.0	1335.9080607964834
34.0	1312.1475304244964
35.0	1283.3326307589095
36.0	1351.0823247060641
37.0	1350.1114859313902
38.0	1592.4407061184575
39.0	1876.4819869280543
40.0	1938.3435247899263
41.0	1768.1203427632358
42.0	1524.8176125090426
43.0	1585.6106026327598
44.0	1677.0159313434451
45.0	1852.2008478008236
46.0	2030.9060030356475
47.0	2036.7199235072803
48.0	1901.1176192107303
49.0	1787.944954604718
50.0	1736.945467779071
51.0	1994.2388196705897
52.0	2189.1777694464167
53.0	2156.5047306420247
54.0	2086.286224410704
55.0	1970.605390097061
56.0	1911.5855624402595
57.0	1824.7131953018757
58.0	1868.719234982855
59.0	1978.825680311561
60.0	2152.9582077410114
61.0	2389.1366378217003
62.0	2743.718778966036
63.0	3074.8912343597435
64.0	3814.0944040503823
65.0	4562.020203360661
66.0	5445.63638099958
67.0	6321.205889138791
68.0	6651.002546746918
69.0	6707.367652085571
70.0	6284.509970730142
71.0	6094.682939436459
72.0	6604.9968839640105
73.0	6889.242220955304
74.0	7028.662164013792
75.0	8107.1084735391
76.0	9016.182296340517
77.0	9667.383734013536
78.0	10262.636507670677
79.0	10757.881939947476
80.0	10996.055727080753
81.0	11332.881371547182
82.0	12704.702883012931
83.0	13058.513426805772
84.0	12963.862216552614
85.0	12764.028674437483
86.0	12212.868166491962
87.0	12490.409887571977
88.0	12287.165987824394
89.0	11154.737239972845
90.0	11176.53578247762
91.0	10924.499192450452
92.0	9596.167991659386
93.0	7602.355092234525
94.0	6663.278264386415
95.0	5993.998387272001
96.0	4992.364793575983
97.0	3112.193010867987
98.0	1497.8474381103433
99.0	244.78720842799092
