#Transcript position	Transcript coverage profile
0.0	1218.698329918703
1.0	1637.712290329701
2.0	1779.0747546049356
3.0	1749.803364737389
4.0	1756.440808582341
5.0	1757.4971836092466
6.0	1740.1912005785996
7.0	1697.3824554335129
8.0	1606.4943260865489
9.0	1494.8003663591016
10.0	1455.755478266698
11.0	1493.705296082655
12.0	1982.151999879009
13.0	2207.160660389178
14.0	1645.0798829437815
15.0	1482.539234157637
16.0	1882.8008639143507
17.0	2110.3201534745517
18.0	1481.030384683942
19.0	1555.914385790935
20.0	1829.3121517234733
21.0	2504.6900032952744
22.0	2119.2549562764893
23.0	2078.00316587936
24.0	2103.1638212825696
25.0	1986.6064230191616
26.0	2144.2778903264066
27.0	2315.4399548943984
28.0	2431.605412645151
29.0	2639.8565667213875
30.0	2910.4940595142616
31.0	2910.9531721513017
32.0	2941.7674068555466
33.0	2955.833147299673
34.0	2879.3954202896307
35.0	2877.524624425041
36.0	3017.0728500989103
37.0	3080.2006767654384
38.0	3346.926482485142
39.0	3645.9280601102423
40.0	3756.41192541437
41.0	3666.6961666755924
42.0	3494.0101041060075
43.0	3538.7764836246956
44.0	3746.524341881344
45.0	4123.6283602710255
46.0	4385.824959259428
47.0	4374.593842678795
48.0	4243.378710909374
49.0	4206.957988575815
50.0	4236.184822302682
51.0	4539.03340888683
52.0	4774.093904206185
53.0	4694.480991675234
54.0	4627.220104670923
55.0	4524.3760316266025
56.0	4597.132686972499
57.0	4650.883594038507
58.0	4852.751077404333
59.0	5100.873589613302
60.0	5316.15124317581
61.0	5489.774199383393
62.0	5896.915144955032
63.0	6274.438221900387
64.0	7204.081652634533
65.0	8237.578244722574
66.0	9356.882527046408
67.0	10396.106505728458
68.0	10848.651892647442
69.0	11197.89460780944
70.0	10837.17531399852
71.0	10658.616489181888
72.0	11241.551992177938
73.0	11682.703802832983
74.0	12000.958579624497
75.0	13226.268138236444
76.0	14440.482425025533
77.0	15252.633768544083
78.0	15980.11715885229
79.0	16619.156070109733
80.0	16993.040239877253
81.0	17466.619536420014
82.0	19129.42845849602
83.0	19657.7284434412
84.0	19563.03467772619
85.0	19482.948122932725
86.0	19193.691205295774
87.0	19547.416772794197
88.0	19470.615607910928
89.0	18829.87666577481
90.0	20624.451550777372
91.0	19407.529757681743
92.0	17870.91831471786
93.0	16106.77532966377
94.0	15596.73709636062
95.0	15068.450781731937
96.0	13724.156605010032
97.0	10457.952904502152
98.0	6041.059215594528
99.0	1618.4028420297038
