#Transcript position	Transcript coverage profile
0.0	885.5266726530672
1.0	1106.0399749494218
2.0	1161.4840488963996
3.0	1178.0909083523418
4.0	1234.5603844820268
5.0	1271.7271673924672
6.0	1232.7589844378972
7.0	1169.2798677758492
8.0	1096.3945481784212
9.0	993.6672655301993
10.0	969.5003282980925
11.0	1059.6508489092223
12.0	1674.4853675903464
13.0	1920.4870936927173
14.0	1150.604779166178
15.0	848.9107452076912
16.0	1639.7992503610628
17.0	2035.310437421443
18.0	764.5203495643167
19.0	795.9535198357045
20.0	1072.5025145097547
21.0	1812.3315317657443
22.0	1246.9302685201949
23.0	1218.8620888097826
24.0	1299.7920456353422
25.0	1229.6300879655314
26.0	1403.3287929952178
27.0	1632.378489203119
28.0	1715.1895186826666
29.0	1854.7125183705293
30.0	2070.175447846271
31.0	2060.8788619618226
32.0	2202.2167140231636
33.0	2314.4144208444177
34.0	2283.5372602947477
35.0	2223.679115228785
36.0	2315.1132474963747
37.0	2289.8975516036676
38.0	2719.826324956501
39.0	3153.143613290611
40.0	3228.3032701128977
41.0	3070.2434520206834
42.0	2830.665679943128
43.0	3024.2366807575836
44.0	3210.4861867214254
45.0	3525.8811375170226
46.0	3813.781548075499
47.0	3918.939716899258
48.0	3725.217805092569
49.0	3581.865723657827
50.0	3435.68909882884
51.0	3877.37379312906
52.0	4282.384513200515
53.0	4138.253675730529
54.0	3800.3368280477002
55.0	3459.3685158161898
56.0	3267.78017534778
57.0	3089.643968808048
58.0	3227.3354947816897
59.0	3510.1549374520387
60.0	3752.0314738691923
61.0	4005.1376576129214
62.0	4462.376896781438
63.0	4992.726679934883
64.0	6426.208332734549
65.0	7878.737260337998
66.0	9688.693986721037
67.0	11555.941783389748
68.0	12556.560425131918
69.0	12972.850687805236
70.0	12396.93186221542
71.0	12303.123748333328
72.0	13230.255313851765
73.0	13539.074764638815
74.0	13831.299986015914
75.0	15897.865233284461
76.0	17487.064380719326
77.0	18725.755659304807
78.0	19967.84821130837
79.0	21065.345014753006
80.0	21531.079008627374
81.0	22328.51200395993
82.0	25091.728581903357
83.0	25904.528436167915
84.0	25823.588635472614
85.0	25144.6406472875
86.0	23839.469932808635
87.0	24178.485773519144
88.0	23432.942963971655
89.0	20817.97304888296
90.0	20435.878678997553
91.0	19505.497092829657
92.0	16674.30127153468
93.0	12748.194724646595
94.0	11267.094898427666
95.0	10157.517301449754
96.0	8535.466125025554
97.0	5258.092205052729
98.0	2493.148811664831
99.0	393.59194995573847
