#Transcript position	Transcript coverage profile
0.0	2078.1250220380157
1.0	2320.604455140734
2.0	2346.886729108354
3.0	2349.9851515100495
4.0	2390.3436782833114
5.0	2532.2808724741826
6.0	2626.0127212753396
7.0	2567.1397305778764
8.0	2420.869767962298
9.0	2407.388350170992
10.0	2415.870013909444
11.0	2627.1485207283126
12.0	3005.935584558915
13.0	3091.936759927232
14.0	2767.2109275598714
15.0	2329.8902216171023
16.0	2645.4408481054156
17.0	2834.2461384654903
18.0	2328.2070563712377
19.0	2370.935328622628
20.0	2489.0216223899483
21.0	2883.273658023538
22.0	2679.596226432387
23.0	2512.5928170793813
24.0	2535.2108377630334
25.0	2569.293098817925
26.0	2960.6583948650255
27.0	3359.904969475332
28.0	3362.387467362638
29.0	3578.505524826736
30.0	3732.8822957873313
31.0	3712.2187781473135
32.0	4128.689543527611
33.0	4448.666434398863
34.0	4474.982760597851
35.0	4353.155150404904
36.0	4547.467363552468
37.0	4700.556376289245
38.0	5024.244251980307
39.0	5312.479778033651
40.0	5389.4320465185
41.0	5279.959819558556
42.0	5025.824989179991
43.0	5206.189639325341
44.0	5471.13198352488
45.0	5827.095362943334
46.0	5753.874048854886
47.0	5665.485745088105
48.0	5404.475431203839
49.0	5626.513693447287
50.0	5894.447420008381
51.0	6373.524479799625
52.0	6683.2389841653285
53.0	6610.741352601636
54.0	6463.8803484824
55.0	6302.130833238985
56.0	6124.707724803532
57.0	5798.955709357844
58.0	5838.102732099347
59.0	5915.725984524488
60.0	5987.468924589874
61.0	6209.62160557837
62.0	6427.227846922137
63.0	6593.563372143987
64.0	7323.399348125295
65.0	8256.005978227657
66.0	9492.572030443884
67.0	10768.280385468135
68.0	11374.138076182286
69.0	11750.413693760704
70.0	11554.245791279145
71.0	11654.800091720235
72.0	12289.972561967697
73.0	12347.301720167856
74.0	12137.51706486429
75.0	13141.822241606853
76.0	13757.278814677318
77.0	14089.766074938343
78.0	14493.616390891655
79.0	15106.040122078195
80.0	15464.173301932
81.0	15891.301636430651
82.0	16988.937890482663
83.0	17078.966987585492
84.0	16206.331009467176
85.0	15156.787301773093
86.0	14419.528134788052
87.0	14584.903163268167
88.0	13859.860845946854
89.0	12410.776262700845
90.0	11730.443395663106
91.0	10721.015881385227
92.0	8736.182211480875
93.0	6788.59176592559
94.0	5759.419559192994
95.0	4695.237328272403
96.0	3859.0647953855596
97.0	2388.2303487760123
98.0	1219.1068527613959
99.0	256.1460253179779
