#Transcript position	Transcript coverage profile
0.0	1768.0866158949189
1.0	2055.028133623713
2.0	2173.7358213359153
3.0	2177.74163306001
4.0	2229.7891038550583
5.0	2260.8302064485447
6.0	2299.2494376068057
7.0	2256.701836433521
8.0	2139.4367490181903
9.0	2063.593740824974
10.0	2074.194271156977
11.0	2262.1819228091304
12.0	2631.597078804741
13.0	2703.6766735807087
14.0	2439.7467339130353
15.0	2137.0878228031634
16.0	2317.826249256006
17.0	2416.970017480489
18.0	2126.300191882584
19.0	2125.4598590126293
20.0	2280.7756434540415
21.0	2535.050930548398
22.0	2408.325211140529
23.0	2339.104184508537
24.0	2406.2893146752103
25.0	2444.506821434997
26.0	2780.5527653606973
27.0	3132.0471498890374
28.0	3209.4712874788897
29.0	3428.6254351396274
30.0	3676.300435951402
31.0	3595.018460125882
32.0	3835.6337114083826
33.0	4082.1174735039003
34.0	4105.823521907294
35.0	4133.279166820455
36.0	4400.464441460111
37.0	4574.601483079723
38.0	4841.456996206836
39.0	5083.275820612929
40.0	5261.703065171214
41.0	5338.942287700538
42.0	5241.347874797694
43.0	5424.060230215026
44.0	5745.4861228483305
45.0	6238.573410209607
46.0	6404.448169094881
47.0	6356.801549948071
48.0	6152.710980736349
49.0	6359.651667219505
50.0	6583.778952243486
51.0	6990.290959660096
52.0	7283.6187135774835
53.0	7299.664922409202
54.0	7260.699990450357
55.0	7256.837703664252
56.0	7187.130311858449
57.0	7022.38162107493
58.0	7283.354700214306
59.0	7566.766138260911
60.0	7820.99630249873
61.0	8096.249198891848
62.0	8505.668888960188
63.0	8989.818553527295
64.0	9840.143229256635
65.0	10844.2582671821
66.0	12007.754734459973
67.0	13008.119814922831
68.0	13475.437350814009
69.0	14019.199690213845
70.0	13948.094152152937
71.0	14112.310090155148
72.0	14877.588040089538
73.0	15276.802475301592
74.0	15209.307843322613
75.0	16089.706057080859
76.0	16893.199052951026
77.0	17330.35650151464
78.0	17832.450946641213
79.0	18457.691189062734
80.0	18881.89201544139
81.0	19092.564945629565
82.0	19676.03118868449
83.0	19401.784023713375
84.0	18324.65374851843
85.0	17544.91131529315
86.0	17270.55909737745
87.0	17435.7857806008
88.0	17082.175996152615
89.0	16477.217706126143
90.0	17036.25816560689
91.0	15942.003182852868
92.0	14200.31576367361
93.0	12780.317075955953
94.0	11852.681605861504
95.0	10586.485010738468
96.0	8974.805016996217
97.0	6368.463119582308
98.0	3365.9179278624542
99.0	874.0018246220116
