#Transcript position	Transcript coverage profile
0.0	1458.3073656367444
1.0	1542.1155836349196
2.0	1523.8414512458
3.0	1487.9046162401362
4.0	1545.8438736344265
5.0	1604.9192269717705
6.0	1633.3981192426854
7.0	1610.8534559803654
8.0	1490.0320018528325
9.0	1440.8578475508916
10.0	1474.8847266333948
11.0	1759.8922107489482
12.0	2344.2345100111825
13.0	2509.004340855738
14.0	1931.4694696036677
15.0	1420.402812905932
16.0	1838.1362273189275
17.0	2028.5739285397106
18.0	1439.5185625706426
19.0	1473.2581774168034
20.0	1569.8340119923364
21.0	2015.5837552047785
22.0	1740.6600225473285
23.0	1745.6806092019935
24.0	1863.6566656477116
25.0	1913.2616575393279
26.0	2389.472915719478
27.0	2893.9304664442743
28.0	2950.0758652973723
29.0	3199.407259766258
30.0	3405.203799766563
31.0	3278.407359067713
32.0	3714.229616348403
33.0	4046.315136180642
34.0	4075.514769997522
35.0	3998.776226449414
36.0	4304.824064338367
37.0	4558.605425016718
38.0	5022.774546602411
39.0	5490.409933163021
40.0	5642.253810211476
41.0	5520.782745872701
42.0	5156.061029598688
43.0	5467.792563756145
44.0	5855.8095530529745
45.0	6285.917533735705
46.0	6372.9629423160695
47.0	6313.387791045607
48.0	5932.609840522349
49.0	6100.600586303271
50.0	6296.7903010481705
51.0	6868.022348153669
52.0	7299.453529009557
53.0	7190.1796823237655
54.0	6954.912948743446
55.0	6869.955668463584
56.0	6778.877759796559
57.0	6517.334915670671
58.0	6729.746687517533
59.0	6948.75132191259
60.0	7203.952263797009
61.0	7732.369990141517
62.0	8290.080543587768
63.0	8715.583440966204
64.0	9723.627997624717
65.0	11047.796361730889
66.0	12812.064702439133
67.0	14469.47066473042
68.0	15296.971802888045
69.0	15811.097575729182
70.0	15243.003291066918
71.0	15153.815727584579
72.0	16289.291346386339
73.0	16568.14592305535
74.0	16317.010504412325
75.0	17639.126924101714
76.0	18556.617028876484
77.0	19163.45033985749
78.0	19937.231946993623
79.0	20781.721962789306
80.0	21362.201500878262
81.0	21867.48353887271
82.0	23346.405724784894
83.0	23322.447300609732
84.0	21929.756760482313
85.0	20525.884077512495
86.0	19483.341768105085
87.0	19679.850719635106
88.0	18742.019762649354
89.0	16675.780698560742
90.0	15692.949598419247
91.0	14579.887867362857
92.0	11909.794777820009
93.0	9381.178763826687
94.0	7907.762210584264
95.0	6544.153542504802
96.0	5254.020583658097
97.0	3313.3022238216404
98.0	1718.9397993885802
99.0	356.77921580250876
