#Transcript position	Transcript coverage profile
0.0	3377.092335270956
1.0	3913.071257474095
2.0	4085.8447950541
3.0	4024.663739795506
4.0	4103.912947771304
5.0	4160.022554890775
6.0	4229.82729714987
7.0	4155.443721850189
8.0	3936.9220181768596
9.0	3796.9369431475266
10.0	3811.723597416716
11.0	4104.400584563296
12.0	4775.40560354146
13.0	4929.641385437791
14.0	4377.029120057294
15.0	3884.683615746824
16.0	4340.264386016103
17.0	4589.74155189483
18.0	3915.466021237327
19.0	3969.1838658732295
20.0	4310.511867815374
21.0	4914.096660609821
22.0	4678.663011351325
23.0	4627.134000139003
24.0	4775.863557220841
25.0	4825.34973034783
26.0	5413.86773840088
27.0	5989.232403578289
28.0	6129.623548502488
29.0	6543.18328826187
30.0	6993.683960867128
31.0	6857.077949352339
32.0	7178.748887270611
33.0	7506.3218784676565
34.0	7508.280465278305
35.0	7532.807617233524
36.0	8029.062348660562
37.0	8363.402992956055
38.0	8864.165147558504
39.0	9395.42240856027
40.0	9735.241872902456
41.0	9759.327757321324
42.0	9565.262079814607
43.0	9866.721329061367
44.0	10469.350591379894
45.0	11358.224954544357
46.0	11738.734835841973
47.0	11756.2871661531
48.0	11430.594715117693
49.0	11689.432618403887
50.0	11974.079476288318
51.0	12730.992155251839
52.0	13314.612635177655
53.0	13282.14306559005
54.0	13120.315211106772
55.0	13117.96996292368
56.0	13175.100095638534
57.0	12986.625750015766
58.0	13464.4825732048
59.0	13934.340092167247
60.0	14422.505056194346
61.0	14959.104880574
62.0	15777.547132727395
63.0	16506.0591952999
64.0	18006.076541001486
65.0	19929.17361524056
66.0	22085.71288083232
67.0	24036.97196273447
68.0	24966.210380823242
69.0	25946.323648674606
70.0	25682.71339667362
71.0	25721.869875480992
72.0	27085.27122097127
73.0	27831.497019795017
74.0	27957.24229088807
75.0	29696.147100893526
76.0	31236.917508955095
77.0	32241.476651953246
78.0	33333.8432835866
79.0	34683.15328838967
80.0	35646.134921449986
81.0	36385.34467122098
82.0	38157.01026303483
83.0	38125.92311132887
84.0	36561.71816104794
85.0	35282.066435069224
86.0	34639.827262556675
87.0	35002.99690974545
88.0	34423.97162368181
89.0	33099.396501589814
90.0	34681.282601886254
91.0	32120.365742212096
92.0	28793.416971720126
93.0	25882.489605345036
94.0	24127.46960169633
95.0	22026.78170444511
96.0	19102.713859649466
97.0	13872.526249528175
98.0	7640.497420250546
99.0	1977.8737586296056
