#Transcript position	Transcript coverage profile
0.0	647.9528020944288
1.0	808.6075646843886
2.0	855.541913894207
3.0	885.273879639866
4.0	885.5146572372472
5.0	922.1335257183716
6.0	932.4811943470937
7.0	911.8335645753518
8.0	885.614938028807
9.0	824.5358379479137
10.0	804.180632516788
11.0	955.5904164725174
12.0	1264.1505510077966
13.0	1354.4031509623912
14.0	1159.577669544806
15.0	807.604701853223
16.0	1018.2635882090465
17.0	1127.425522393426
18.0	728.026206388151
19.0	770.9476577554946
20.0	828.8310012461118
21.0	924.3631632786296
22.0	849.4941479235662
23.0	786.6792317347847
24.0	792.9417460728566
25.0	756.7226618456895
26.0	1002.0353213151824
27.0	1276.147293985948
28.0	1317.292905232937
29.0	1413.1832369282793
30.0	1524.296365865102
31.0	1425.4996982071561
32.0	1711.13274715086
33.0	1910.0488576967782
34.0	1932.8507669323408
35.0	1938.0152627176053
36.0	2032.8660608777852
37.0	2071.675372816306
38.0	2350.774880225243
39.0	2596.779043954126
40.0	2658.971793158476
41.0	2595.331432988611
42.0	2230.0549866609554
43.0	2366.230205157846
44.0	2553.5531951895596
45.0	2831.0898363577576
46.0	2942.720189138992
47.0	2780.6289815103696
48.0	2567.9816059663563
49.0	2701.124418424596
50.0	2838.198595098843
51.0	3113.834220214519
52.0	3257.985282977014
53.0	3287.9101858012104
54.0	3297.924285518706
55.0	3256.580954092041
56.0	2936.6913482069076
57.0	2580.285267672354
58.0	2614.9814979688545
59.0	2733.9818829281953
60.0	2791.127088510886
61.0	2927.3154376614025
62.0	3114.9101100733883
63.0	3361.45242520991
64.0	3975.532747589049
65.0	4588.395647501756
66.0	5383.315467358195
67.0	6120.974925901812
68.0	6599.073978742252
69.0	6919.610580548513
70.0	6578.4382383197135
71.0	6598.48357990969
72.0	7011.157894355897
73.0	7139.742260278565
74.0	6908.222916509222
75.0	7746.65414418493
76.0	8456.19062057544
77.0	8686.32027133491
78.0	8977.937445337919
79.0	9183.746021507715
80.0	9253.635654084786
81.0	9375.593784561202
82.0	10056.477295583909
83.0	10017.8694956946
84.0	9550.31001973334
85.0	9200.742797123285
86.0	8921.401504049989
87.0	9287.63707562832
88.0	9001.072331107218
89.0	8041.9508265105305
90.0	7860.872000625224
91.0	7515.266612822435
92.0	6058.646891475073
93.0	4628.995167610088
94.0	4054.881884406463
95.0	3441.313130793505
96.0	2864.623283550141
97.0	1814.7363549770248
98.0	883.6767782611621
99.0	176.27023998425565
