#Transcript position	Transcript coverage profile
0.0	2088.5986691548806
1.0	2608.7189626447494
2.0	2792.6072459243587
3.0	2738.7055276538617
4.0	2757.1868707951553
5.0	2775.5079401134426
6.0	2802.8277506106547
7.0	2741.8771296046716
8.0	2548.9975190814075
9.0	2400.7898271939735
10.0	2396.333417606499
11.0	2503.407746537498
12.0	3018.9403927485096
13.0	3133.923004436401
14.0	2552.1714000650118
15.0	2336.3663106701233
16.0	2991.5432908998946
17.0	3339.4169706358216
18.0	2352.327950502997
19.0	2358.9282849436718
20.0	2688.555124564913
21.0	3312.008940158546
22.0	3020.7648683509256
23.0	2943.7115030966556
24.0	3007.5687185982974
25.0	2902.454392830067
26.0	3161.0142530364474
27.0	3426.686394712357
28.0	3551.791912509652
29.0	3838.447797369119
30.0	4230.227907481584
31.0	4203.482034501548
32.0	4235.260113325782
33.0	4329.748840831116
34.0	4286.397581347615
35.0	4286.528024780759
36.0	4524.557867284245
37.0	4661.599535239782
38.0	5065.215181995276
39.0	5442.578475959715
40.0	5612.882255005789
41.0	5634.565336095481
42.0	5599.9692011916495
43.0	5747.6899775576285
44.0	6159.885704857702
45.0	6765.72328367381
46.0	7102.394270090533
47.0	7205.700202273205
48.0	7026.432941276562
49.0	7061.289742616293
50.0	7142.617437879503
51.0	7612.058137033148
52.0	8057.578117627489
53.0	7940.952382266925
54.0	7675.316433671821
55.0	7464.35640516911
56.0	7473.305756476003
57.0	7435.0079784241
58.0	7799.423603606398
59.0	8182.6706339253415
60.0	8484.348285938668
61.0	8671.415433326054
62.0	9236.41501316035
63.0	9870.127855620327
64.0	11440.907340820984
65.0	13191.929602417391
66.0	15083.169923010808
67.0	16830.97601541647
68.0	17813.051320369457
69.0	18480.878676255757
70.0	17944.824562555143
71.0	17894.189574286786
72.0	18860.52451142034
73.0	19449.754710538193
74.0	19742.709444888245
75.0	21617.31279944776
76.0	23362.613124725744
77.0	24540.547226055674
78.0	25655.556353544416
79.0	26801.509587237982
80.0	27461.650413587373
81.0	28276.80312065548
82.0	30576.414383645504
83.0	30918.152582342835
84.0	30164.602088847525
85.0	29342.724398397288
86.0	28575.218972457948
87.0	28950.20828061255
88.0	28584.82480391478
89.0	27387.75542304385
90.0	30156.55933469354
91.0	27540.363131788952
92.0	24452.429751187603
93.0	21528.562520471703
94.0	20534.969367261652
95.0	19298.597916246115
96.0	17294.027403103384
97.0	12642.87359758783
98.0	6911.671134308421
99.0	1696.8557599061419
