#Transcript position	Transcript coverage profile
0.0	784.1444996370527
1.0	922.012937469127
2.0	951.2333544196069
3.0	946.9277027439184
4.0	982.0526582261373
5.0	1013.6237110127366
6.0	997.6107609503832
7.0	966.0192398498509
8.0	904.8492599565889
9.0	824.8854388785194
10.0	827.5083075163186
11.0	926.2804117695553
12.0	1381.1372621654962
13.0	1526.3945448966635
14.0	954.8315390746463
15.0	689.9130127030371
16.0	1262.7398264162714
17.0	1535.2724695435124
18.0	607.2392256370714
19.0	629.603866794469
20.0	846.1546398825661
21.0	1347.619960488098
22.0	951.646358891986
23.0	916.9797105968081
24.0	986.3787782583255
25.0	945.9966040495013
26.0	1123.0650431695617
27.0	1339.1928864020942
28.0	1409.4585648224133
29.0	1562.9693540211467
30.0	1745.2145712482209
31.0	1734.53951110609
32.0	1896.198379731697
33.0	2002.3396153418435
34.0	1981.0300272437987
35.0	1928.7517218121363
36.0	2038.2603078520183
37.0	2082.419739376934
38.0	2440.214806276633
39.0	2784.7584805620063
40.0	2867.350929557616
41.0	2786.2243645324015
42.0	2596.288472127492
43.0	2758.981960704877
44.0	2967.3965459864276
45.0	3206.8852260973044
46.0	3298.03290911099
47.0	3347.5400424071972
48.0	3137.956845826331
49.0	3122.574496509056
50.0	3118.2776993537536
51.0	3501.677252463557
52.0	3870.521758300744
53.0	3746.7804473047318
54.0	3464.765717254208
55.0	3234.8565908278115
56.0	3146.2030397591348
57.0	3006.0457751490976
58.0	3164.2908909334565
59.0	3337.698385022468
60.0	3525.608180262614
61.0	3762.300385229414
62.0	4208.618488172219
63.0	4709.43393104392
64.0	5936.789325330524
65.0	7267.448396992774
66.0	8797.381280751446
67.0	10268.270712155523
68.0	11317.4639367164
69.0	11744.882635372694
70.0	10981.67706732911
71.0	10881.36007287383
72.0	11726.934665700684
73.0	11978.910465167934
74.0	12010.857333440807
75.0	13699.623920876887
76.0	14969.372576834885
77.0	15863.048173483616
78.0	16811.601767119548
79.0	17705.82903688664
80.0	18139.713588528062
81.0	18714.43647845093
82.0	20699.540702074086
83.0	20935.070630093018
84.0	20315.884021555772
85.0	19472.21019490046
86.0	18500.25918244546
87.0	18823.937101521737
88.0	18178.10089872088
89.0	16123.082725573882
90.0	16391.646267082313
91.0	14993.872948177719
92.0	12447.314234221598
93.0	9547.360055570321
94.0	8440.99748164315
95.0	7454.879593959144
96.0	6317.600291699034
97.0	3919.8452573811414
98.0	1923.7417500861543
99.0	305.1426299922332
