#Transcript position	Transcript coverage profile
0.0	2598.3922025618326
1.0	3128.670537444312
2.0	3331.302006335998
3.0	3387.0013413332395
4.0	3382.699791988324
5.0	3352.234055502816
6.0	3333.7787054572123
7.0	3224.4710263300085
8.0	3003.4080799941253
9.0	2888.1031215382404
10.0	2897.3576136785437
11.0	3151.1378624020203
12.0	3480.699228798862
13.0	3516.357799831908
14.0	3371.596368427536
15.0	3000.364293919887
16.0	3231.2052139314837
17.0	3333.356147702416
18.0	3027.0165069895447
19.0	3091.553985000354
20.0	3263.58911816332
21.0	3358.417712316645
22.0	3319.553295099064
23.0	3235.5116365581716
24.0	3241.3602303710004
25.0	3231.0219148941146
26.0	3596.6190322310226
27.0	4014.704890179465
28.0	4100.727045345519
29.0	4263.341563257862
30.0	4454.806699685616
31.0	4298.513076147928
32.0	4530.768084125354
33.0	4826.757128174583
34.0	4880.233705190907
35.0	4879.878532924877
36.0	5229.626850659524
37.0	5422.960447801169
38.0	5780.236456271943
39.0	6110.304883495531
40.0	6294.150135598685
41.0	6295.209819721547
42.0	6002.663575255767
43.0	6188.628953473
44.0	6507.417250018633
45.0	7012.95197630102
46.0	7174.740095433946
47.0	7048.427471776929
48.0	6827.456021075397
49.0	7128.2340890311125
50.0	7448.7532208909615
51.0	7931.816393082617
52.0	8248.018300115438
53.0	8365.607840423003
54.0	8376.517296022543
55.0	8375.853836778007
56.0	8189.756602582498
57.0	7893.4825426126745
58.0	8101.241262127315
59.0	8333.900717958872
60.0	8556.64727606545
61.0	8823.021127493967
62.0	9174.472648781833
63.0	9512.49824138371
64.0	10252.889339272102
65.0	11155.435542252462
66.0	12179.171932979054
67.0	13145.914496947591
68.0	13691.937353744263
69.0	14386.53991997654
70.0	14510.607099937813
71.0	14723.750128624933
72.0	15379.703985889237
73.0	15682.544543657277
74.0	15738.447112191541
75.0	16699.64108254643
76.0	17526.04722411539
77.0	17849.857465112862
78.0	18280.018004029094
79.0	18893.319108002965
80.0	19262.657286169902
81.0	19544.633122533345
82.0	20204.147764090834
83.0	20161.173538018273
84.0	19443.331730798993
85.0	18851.989093572673
86.0	18576.497628867903
87.0	18866.639041668404
88.0	18547.248998402218
89.0	17765.471936367056
90.0	17947.137965819704
91.0	17013.977725105357
92.0	15343.131851609742
93.0	13686.069801015017
94.0	12470.363792333568
95.0	11047.828764074016
96.0	9259.705576731014
97.0	6493.394405554274
98.0	3405.842021490504
99.0	877.1608483819706
