#Transcript position	Transcript coverage profile
0.0	1449.1482233861745
1.0	1708.5868971764312
2.0	1767.3561953401152
3.0	1737.6221493490218
4.0	1786.8326601162807
5.0	1816.7356606669664
6.0	1860.1000832371365
7.0	1823.4307853924984
8.0	1679.2016154150929
9.0	1582.372716967219
10.0	1593.0825247055948
11.0	1812.2699449305894
12.0	2203.9615305995135
13.0	2277.1125209836373
14.0	2079.988906626412
15.0	1753.5450593100882
16.0	2130.2963941062653
17.0	2347.778860789393
18.0	1799.6250515815038
19.0	1803.9787795557509
20.0	2041.3617117776828
21.0	2254.1261294673204
22.0	2254.759440469948
23.0	2254.5351599998626
24.0	2361.749305618106
25.0	2361.71251982986
26.0	2727.467689533352
27.0	3176.248664003573
28.0	3290.191641783069
29.0	3590.3116897515984
30.0	3917.400085585574
31.0	3699.0579194290676
32.0	3842.4614655652867
33.0	4102.111011976226
34.0	4131.860830462244
35.0	4146.797216697808
36.0	4500.402763878334
37.0	4731.81747616308
38.0	5182.264439009124
39.0	5675.269987935413
40.0	5913.365491519975
41.0	5915.100041052794
42.0	5713.174543301796
43.0	6012.932096530462
44.0	6578.873882807786
45.0	7195.570990918541
46.0	7299.45852056846
47.0	7165.926859751606
48.0	6743.092340009296
49.0	6937.460264426526
50.0	7288.865271117414
51.0	7836.031797473087
52.0	8250.0583563971
53.0	8138.533140072747
54.0	7967.484658891387
55.0	7968.314234611474
56.0	7962.220457984848
57.0	7775.121078249062
58.0	8144.0506430419555
59.0	8536.21294176358
60.0	8798.041920206906
61.0	9090.077597869298
62.0	9683.15349000631
63.0	10311.330218456935
64.0	11859.326877223384
65.0	13596.844572340426
66.0	15522.851635835394
67.0	17036.481301280095
68.0	17691.577603934198
69.0	18364.359239349236
70.0	17859.234379917692
71.0	17778.08785501395
72.0	18865.570146229325
73.0	19479.9392359097
74.0	19495.130006205654
75.0	21067.29397544876
76.0	22413.965612177402
77.0	23235.137667251947
78.0	24144.74756216425
79.0	25187.75357206448
80.0	26054.390114289847
81.0	26591.972581367
82.0	27841.735026188595
83.0	27350.12265436335
84.0	25596.447916292644
85.0	24424.70397084642
86.0	24160.821706398834
87.0	24712.137787989413
88.0	24190.723196963547
89.0	23002.627276930045
90.0	24099.97138000175
91.0	22223.38744266242
92.0	19373.343946138855
93.0	17150.541822218966
94.0	15789.7893689911
95.0	14374.064897264252
96.0	12437.567834801617
97.0	8979.177522239755
98.0	4912.2397162236475
99.0	1216.9496769409768
