#Transcript position	Transcript coverage profile
0.0	808.9720803826056
1.0	868.8888964296249
2.0	867.4966049286401
3.0	869.5810173006768
4.0	892.7551394027122
5.0	922.753686030248
6.0	945.3051002534195
7.0	935.5276214015653
8.0	827.4298035189311
9.0	729.5308080443242
10.0	731.9049754724523
11.0	896.6541696569826
12.0	1132.1243591906202
13.0	1164.21353155325
14.0	1020.6883877709816
15.0	663.5368556209456
16.0	1003.5041811158069
17.0	1132.0678264991063
18.0	664.086204697126
19.0	690.842955663401
20.0	819.8230206463629
21.0	801.1783069017476
22.0	836.1110908795979
23.0	911.099279460607
24.0	993.1498369838288
25.0	997.4048432587849
26.0	1294.652366536737
27.0	1666.3064860051782
28.0	1686.3213734461783
29.0	1830.7382482235014
30.0	1980.9739756519023
31.0	1791.7078948395006
32.0	2036.5169054695336
33.0	2311.294830599454
34.0	2363.0411972145416
35.0	2310.2781343730994
36.0	2552.5340249035817
37.0	2757.9448637341934
38.0	3174.2065706487265
39.0	3622.4072695054315
40.0	3776.4261536314502
41.0	3679.058501689286
42.0	3326.4278635600535
43.0	3591.187814254882
44.0	3954.914960436792
45.0	4251.771001821576
46.0	4127.260790989638
47.0	3991.7049619162894
48.0	3574.948095832436
49.0	3811.712931879469
50.0	4200.740308693957
51.0	4648.096187962326
52.0	4966.144706187256
53.0	4853.747644168319
54.0	4632.3774033333075
55.0	4626.067874991101
56.0	4544.592107094274
57.0	4324.567818658927
58.0	4508.83326027762
59.0	4734.726147831507
60.0	4849.196606946312
61.0	5165.722192559832
62.0	5632.6784914349455
63.0	6088.299778046528
64.0	7355.622734867288
65.0	8781.968353588525
66.0	10491.060608854874
67.0	11777.579071074715
68.0	12405.82292168352
69.0	12927.173579839276
70.0	12259.189606238844
71.0	12157.123552917868
72.0	13109.009655318829
73.0	13407.225786599787
74.0	13137.193607411378
75.0	14411.398431794014
76.0	15235.151178261272
77.0	15721.033313584514
78.0	16455.5614337877
79.0	17234.75855032243
80.0	17914.61896565943
81.0	18317.910462511532
82.0	19267.1285198354
83.0	18701.079591105943
84.0	17064.87117885086
85.0	15822.275266809884
86.0	15278.035561157321
87.0	15731.897017552395
88.0	14981.464543367762
89.0	13315.379269290628
90.0	12678.287011592149
91.0	11853.708317173841
92.0	9490.367873926962
93.0	7438.003177076753
94.0	6181.008517534722
95.0	5075.381472615696
96.0	4089.9338888497246
97.0	2645.1665874644746
98.0	1464.8404248685613
99.0	287.8467010189989
